time,left_x,left_y,right_x,right_y
16.42029595375061,275,181,268,126
16.452519416809082,275,181,268,126
16.48272681236267,275,181,268,126
16.514887809753418,275,181,268,126
16.556262493133545,275,181,268,126
16.62000608444214,275,181,268,126
16.648257732391357,275,181,268,126
16.683178186416626,275,181,268,126
16.74761700630188,275,181,268,126
16.779383182525635,275,181,268,126
16.831684350967407,275,181,268,126
16.895920991897583,275,181,268,126
16.9603009223938,275,181,268,126
17.023996829986572,275,181,268,126
17.088194608688354,275,181,268,126
17.15161919593811,275,181,268,126
17.214592456817627,275,181,268,126
17.263190031051636,275,181,268,126
17.296973943710327,275,181,268,126
17.329671144485474,275,181,268,126
17.36219334602356,275,181,268,126
17.3946430683136,275,181,268,126
17.42588710784912,275,181,268,126
17.45856022834778,275,181,268,126
17.491003036499023,275,181,268,126
17.521610975265503,275,181,268,126
17.551847457885742,275,181,268,126
17.596503734588623,275,181,268,126
17.643786907196045,275,181,268,126
17.706093788146973,275,181,268,126
17.768898010253906,275,181,268,126
17.8310546875,275,181,268,126
17.860856533050537,275,181,268,126
17.89141583442688,275,181,268,126
17.93039560317993,275,181,268,126
17.99302053451538,275,181,268,126
18.024028778076172,275,181,268,126
18.057063817977905,275,181,268,126
18.089651584625244,275,181,268,126
18.121681451797485,275,181,268,126
18.16854977607727,275,181,268,126
18.21702814102173,276,181,268,126
18.265195846557617,276,181,268,126
18.294915437698364,275,181,268,126
18.328287601470947,275,181,268,126
18.363898515701294,276,181,268,126
18.426091194152832,276,181,268,126
18.4563570022583,275,181,268,126
18.484310626983643,275,181,268,126
18.5318706035614,275,181,268,126
18.561583995819092,275,181,268,126
18.593170881271362,275,181,268,126
18.640357494354248,275,181,268,126
18.670146226882935,275,181,268,126
18.716429233551025,275,181,268,126
18.761799335479736,275,181,268,126
18.793144702911377,275,181,268,126
18.83890962600708,275,181,268,126
18.90079927444458,276,181,268,126
18.963132619857788,275,181,268,126
19.025537729263306,275,181,268,126
19.08814835548401,275,181,268,126
19.115482091903687,275,181,268,126
19.14368486404419,275,181,268,126
19.205945253372192,275,181,268,126
19.23769521713257,275,181,268,126
19.272917985916138,275,181,268,126
19.304333209991455,275,181,268,126
19.338785648345947,275,181,268,126
19.368913650512695,275,181,268,126
19.40090847015381,275,181,268,126
19.43281126022339,276,181,268,126
19.49697494506836,276,181,268,126
19.54446005821228,275,181,268,126
19.578031539916992,276,181,268,126
19.640580415725708,275,181,268,126
19.705050945281982,275,181,268,126
19.736664533615112,275,181,268,126
19.76897096633911,275,181,268,126
19.80119800567627,275,181,268,126
19.832919597625732,276,181,268,126
19.86572003364563,275,181,268,126
19.898123502731323,275,181,268,126
19.92893648147583,275,181,268,126
19.97766923904419,275,181,268,126
20.02584719657898,275,181,268,126
20.05492639541626,275,181,268,126
20.08240818977356,276,181,268,126
23.114331245422363,275,181,268,126
23.178183794021606,275,181,268,126
23.240748643875122,275,181,268,126
23.303394556045532,276,181,268,126
23.366004467010498,275,181,268,126
23.4284188747406,276,181,268,126
23.464452505111694,275,181,268,126
23.5286762714386,275,181,268,126
23.561203002929688,276,181,268,126
23.623732805252075,275,181,268,126
23.658145904541016,276,181,268,126
23.68923282623291,275,181,268,126
23.752448797225952,275,181,268,126
23.81708073616028,275,181,268,126
23.88106369972229,275,181,268,126
23.91412901878357,276,182,268,126
23.9760479927063,275,181,268,126
24.03855872154236,276,181,268,126
24.07198452949524,276,181,268,126
24.133862257003784,275,181,268,126
24.19575786590576,275,181,268,126
24.232731819152832,275,181,268,126
24.27981400489807,275,181,268,126
24.314229488372803,275,181,268,126
24.34742498397827,275,181,268,126
24.409614086151123,276,181,268,126
24.47111749649048,275,181,268,126
24.53294038772583,276,181,268,126
24.56706190109253,275,181,268,126
24.628841161727905,275,181,268,126
24.664283752441406,275,181,268,126
24.698479652404785,275,181,268,126
24.76221513748169,275,181,268,126
24.82748007774353,275,181,268,126
24.889678955078125,275,181,268,126
24.955013275146484,275,181,268,126
25.015065908432007,275,181,268,126
25.078638553619385,276,181,268,126
25.14178729057312,275,181,268,126
25.20536208152771,275,181,268,126
25.267711877822876,275,181,268,126
25.300931692123413,275,181,268,126
25.363557815551758,275,181,268,126
25.400306701660156,275,181,268,126
25.466710805892944,276,181,268,126
25.529147624969482,275,181,268,126
25.58894920349121,275,181,268,126
25.63557267189026,275,181,268,126
